id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8017733-B2,Polyalkylene polymer compounds and uses thereof ,Biogen Idec Ma Inc.,"KoChung Lin, R. Blake Pepinsky, Ling Ling Chen, Donna M. Hess, Edward Y. Lin, Russell C. Petter, Darren P. Baker",1/18/2002,7/16/2004,9/13/2011,9/13/2011,https://patents.google.com/patent/US8017733B2/en,https://patentimages.storage.googleapis.com/d1/d6/cb/770aaa20ce1b51/US08017733-20110913-D00001.png
US-9447401-B2,"PH20 polypeptide variants, formulations and uses thereof ","Halozyme, Inc.","Ge Wei, H. Michael Shepard, Qiping Zhao, Robert James Connor",12/30/2011,12/28/2012,9/20/2016,9/20/2016,https://patents.google.com/patent/US9447401B2/en,https://patentimages.storage.googleapis.com/8e/ed/d9/870deabe346016/US09447401-20160920-D00001.png
US-4952392-A,Use of periwinkle in oral hygiene ,"Peri-Oral Dental Products, Inc.",Neville Thame,3/17/1986,7/27/1989,8/28/1990,8/28/1990,https://patents.google.com/patent/US4952392A/en,
US-6627190-B2,Recombinant adenovirus vectors that are replication-competent in tert-expressing cells ,Saint Louis University,"William S. M. Wold, Karoly Toth, Konstantin Doronin, Ann E. Tollefson, Mohan Kuppuswamy",7/12/1999,9/19/2001,9/30/2003,9/30/2003,https://patents.google.com/patent/US6627190B2/en,https://patentimages.storage.googleapis.com/fb/03/21/45a2f591dd3504/US06627190-20030930-D00001.png
US-8962566-B2,Multi-arm polymeric alkanoate conjugates ,Nektar Therapeutics,"Antoni Kozlowski, Samuel P. McManus, Jennifer Riggs-Sauthier, Xiaoming Shen, Wen Zhang",8/11/2008,12/20/2013,2/24/2015,2/24/2015,https://patents.google.com/patent/US8962566B2/en,https://patentimages.storage.googleapis.com/ee/9a/0b/81e7cdfdf62ef1/US08962566-20150224-D00001.png
US-7429485-B2,Method of producing infectious reovirus ,Oncolytics Biotech Inc.,"Bradley G. Thompson, Mathew C. Coffey",8/10/2000,3/27/2006,9/30/2008,9/30/2008,https://patents.google.com/patent/US7429485B2/en,
US-6994858-B2,Reovirus clearance of ras-mediated neoplastic cells from mixed cellular compositions ,Oncolytics Biotech Inc.,"Donald Morris, Bradley G. Thompson, Matthew C. Coffey",5/3/2000,5/3/2001,2/7/2006,2/7/2006,https://patents.google.com/patent/US6994858B2/en,https://patentimages.storage.googleapis.com/US6994858B2/US06994858-20060207-D00001.png
US-10167257-B2,Indole derivatives for use in medicine ,Iomet Pharma Ltd.,"Phillip M. COWLEY, Alan Wise, Michael KICZUN, Susan Davis",4/4/2014,3/19/2015,1/1/2019,1/1/2019,https://patents.google.com/patent/US10167257B2/en,https://patentimages.storage.googleapis.com/22/37/e4/c98a01ba3f299f/US10167257-20190101-D00001.png
US-8034355-B2,Attenuated nonsegmented negative-sense RNA viruses with reduced mRNA cap methyltransferase activity comprising mutations within conserved domain VI of the large polymerase ,Presidents And Fellows Of Harvard College,"Sean Whelan, Jianrong Li",10/7/2005,10/6/2006,10/11/2011,10/11/2011,https://patents.google.com/patent/US8034355B2/en,https://patentimages.storage.googleapis.com/54/40/a9/9db956749bf619/US08034355-20111011-D00001.png
US-9011820-B2,Screening tool for antiviral agents ,Saint Louis University,"Karoly Toth, William S. M. Wold",5/21/2007,5/21/2008,4/21/2015,4/21/2015,https://patents.google.com/patent/US9011820B2/en,https://patentimages.storage.googleapis.com/7c/c3/f4/3d3e4dd76affc9/US09011820-20150421-D00001.png
US-7393527-B2,Method for limiting the growth of cancer cells using an attenuated measles virus ,Mayo Foundation For Medical Education And Research,"Stephen James Russell, Adele Fielding, Kah-Whye Peng, Deanna Grote",9/22/2000,9/18/2006,7/1/2008,7/1/2008,https://patents.google.com/patent/US7393527B2/en,https://patentimages.storage.googleapis.com/US7393527B2/US07393527-20080701-D00001.png
US-10287579-B2,Gene vector ,"Ospedale San Raffaele S.R.L., Fondazione Telethon","Alessandra Biffi, Bernhard Rudolf Gentner, Luigi Naldini",4/30/2009,4/30/2010,5/14/2019,5/14/2019,https://patents.google.com/patent/US10287579B2/en,https://patentimages.storage.googleapis.com/ca/78/32/0b64023343cb92/US10287579-20190514-D00001.png
US-10226488-B2,"Mesenchymal-like stem cells derived from human embryonic stem cells, methods and uses thereof ","Imstem Biotechnology, Inc., University Of Connecticut","Xiaofang Wang, Ren-He Xu",7/11/2012,6/27/2017,3/12/2019,3/12/2019,https://patents.google.com/patent/US10226488B2/en,https://patentimages.storage.googleapis.com/4d/db/22/6ae28ff69239ca/US10226488-20190312-D00001.png
US-9453227-B2,Tumor associated vaccines and compositions for disrupting tumor-derived immunosuppression for use in combination cancer immunotherapy ,City Of Hope,"Don J. Diamond, Edwin Manuel, Fernanda V. V. Castro",4/28/2011,10/28/2013,9/27/2016,9/27/2016,https://patents.google.com/patent/US9453227B2/en,https://patentimages.storage.googleapis.com/90/26/1b/a8a7c262835e01/US09453227-20160927-D00001.png
US-10202388-B2,"Fused-ring compounds, pharmaceutical composition and uses thereof ","Shanghai De Novo Pharmatech Co., Ltd.","Qun Li, Daxin Gao",2/16/2015,2/3/2016,2/12/2019,2/12/2019,https://patents.google.com/patent/US10202388B2/en,https://patentimages.storage.googleapis.com/ca/3f/10/bfed813ca992fd/US10202388-20190212-D00001.png
US-7815902-B2,Methods and compositions for cancer therapy using a novel adenovirus ,Henry Ford Health System,"Svend O. Freytag, Jae Ho Kim, Ken Barton, Dell Paielli",7/9/2003,1/30/2006,10/19/2010,10/19/2010,https://patents.google.com/patent/US7815902B2/en,https://patentimages.storage.googleapis.com/99/74/4d/9b1d1665eb588a/US07815902-20101019-D00001.png
US-8470977-B2,Antibody against the CSF-1R ,Transgene S.A.,"Hélène Haegel, Christine Thioudellet, Michel Geist, Benoît Grellier, Jean-Baptiste Marchand",3/14/2008,2/14/2011,6/25/2013,6/25/2013,https://patents.google.com/patent/US8470977B2/en,https://patentimages.storage.googleapis.com/ce/73/bd/70cdfe39ca16e0/US08470977-20130625-D00001.png
US-9802932-B2,Solid forms of a compound modulating kinases ,Plexxikon Inc.,"Prabha N. Ibrahim, Gary Conard Visor",5/6/2015,5/5/2016,10/31/2017,10/31/2017,https://patents.google.com/patent/US9802932B2/en,https://patentimages.storage.googleapis.com/82/91/af/78e946c3739de3/US09802932-20171031-D00000.png
US-7767200-B2,"Cancer treatment using viruses, fluoropyrimidines and camptothecins ",Wellstat Biologics Corporation,"Robert M. Lorence, Michael S. Roberts",7/14/2005,7/12/2006,8/3/2010,8/3/2010,https://patents.google.com/patent/US7767200B2/en,https://patentimages.storage.googleapis.com/33/05/01/02f39dcc74810b/US07767200-20100803-D00000.png
US-6846670-B2,Genetically engineered herpes virus for the treatment of cardiovascular disease ,The University Of Chicago,"Lewis B. Schwartz, Ralph R. Weichselbaum, Bernard Roizman",11/28/2000,11/28/2001,1/25/2005,1/25/2005,https://patents.google.com/patent/US6846670B2/en,
US-9963677-B2,Generation of CTL lines with specificity against multiple tumor antigens or multiple viruses ,"Baylor College Of Medicine, Wilson Wolf Manufacturing","Ann M. Leen, Ulrike Gerdemann, Cliona M. Rooney, Juan Vera, John R. Wilson",8/24/2009,8/24/2010,5/8/2018,5/8/2018,https://patents.google.com/patent/US9963677B2/en,https://patentimages.storage.googleapis.com/62/db/96/eb063a8e0477c9/US09963677-20180508-D00001.png
US-7919079-B2,Cancer immunotherapy compositions and methods of use ,"Biosante Pharmaceuticals, Inc., The Regents Of The University Of California","Andrew Simmons, Karin Jooss, James Allison",3/31/2006,3/28/2007,4/5/2011,4/5/2011,https://patents.google.com/patent/US7919079B2/en,https://patentimages.storage.googleapis.com/e9/2e/23/fe03a48123713c/US07919079-20110405-D00001.png
US-9566282-B2,Methods for identifying and validating selective anti-cancer stem cell agents ,Mcmaster University,"Mickie Bhatia, Tony Collins, Eleftherios Sachlos, Ruth Munoz Risueno",2/28/2011,9/6/2012,2/14/2017,2/14/2017,https://patents.google.com/patent/US9566282B2/en,https://patentimages.storage.googleapis.com/e4/91/66/1efb1d7b88b36f/US09566282-20170214-D00001.png
US-5831062-A,Use of the human interferon consensus gene for gene therapy ,Amgen Inc.,"Milton W. Taylor, Lawrence M. Blatt",5/9/1996,5/8/1997,11/3/1998,11/3/1998,https://patents.google.com/patent/US5831062A/en,https://patentimages.storage.googleapis.com/f5/8a/e9/0c49ea6cdd2748/US5831062-drawings-page-2.png
US-9468690-B2,Decorin gene delivery system and cancer treatment ,"Genemedicine Co., Ltd.","Chae-Ok Yun, Joo-Hang Kim",2/25/2005,2/24/2006,10/18/2016,10/18/2016,https://patents.google.com/patent/US9468690B2/en,https://patentimages.storage.googleapis.com/37/3e/1a/9a1b0f2fe8bb8b/US09468690-20161018-D00001.png
US-8470315-B2,Non-natural ribonuclease conjugates as cytotoxic agents ,"Quintessence Biosciences, Inc.","Laura E. Strong, Peter A. Leland, Thomas Burke",4/13/2004,4/13/2005,6/25/2013,6/25/2013,https://patents.google.com/patent/US8470315B2/en,https://patentimages.storage.googleapis.com/d2/f0/dd/202ae96eec0bd8/US08470315-20130625-D00001.png
US-9249427-B2,Recombinant HCMV and RHCMV vectors and uses thereof ,Oregon Health & Science University,"Louis Picker, Jay A. Nelson, Klaus Frueh, Michael A. Jarvis, Scott G. Hansen",5/14/2010,11/14/2012,2/2/2016,2/2/2016,https://patents.google.com/patent/US9249427B2/en,https://patentimages.storage.googleapis.com/c9/1c/d5/c5ea12e42b2ac2/US09249427-20160202-D00001.png
US-8278293-B2,Diazo bicyclic Smac mimetics and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Yuefeng Peng, Haiying Sun, Qian Cai, Zaneta Nikolovska-Coleska, Jianfeng Lu, Su Qiu",4/13/2007,4/14/2008,10/2/2012,10/2/2012,https://patents.google.com/patent/US8278293B2/en,https://patentimages.storage.googleapis.com/cc/63/51/f0f80bc999dd67/US08278293-20121002-D00001.png
US-5686467-A,Methods of inhibiting imperfect tissue repair ,Eli Lilly And Company,"Thomas F. Bumol, George J. Cullinan",12/21/1993,3/15/1995,11/11/1997,11/11/1997,https://patents.google.com/patent/US5686467A/en,
US-9623049-B2,Immunotherapy using redirected allogeneic cells ,Yeda Research And Development Co. Ltd.,"Zelig Eshhar, Assaf MARCUS, Tova Waks",5/4/2010,11/5/2012,4/18/2017,4/18/2017,https://patents.google.com/patent/US9623049B2/en,https://patentimages.storage.googleapis.com/e4/3e/7f/2012663b1129fb/US09623049-20170418-D00001.png
US-10239948-B2,Method of engineering multi-input signal sensitive T cell for immunotherapy ,Cellectis,"Alexandre Juillerat, Claudia Bertonati, Julien Valton, Philippe Duchateau, Laurent Poirot",12/20/2013,12/19/2014,3/26/2019,3/26/2019,https://patents.google.com/patent/US10239948B2/en,https://patentimages.storage.googleapis.com/ac/9f/28/30f0d57e6b71c9/US10239948-20190326-D00000.png
US-7422741-B2,VEGFR-3 fusion proteins ,Vegenics Limited,"Kari Alitalo, Markku M. Jeltsch",3/5/2004,3/7/2005,9/9/2008,9/9/2008,https://patents.google.com/patent/US7422741B2/en,https://patentimages.storage.googleapis.com/US7422741B2/US07422741-20080909-D00001.png
US-8383124-B2,Mobilization of hematopoietic stem cells ,Children's Hospital Medical Center,Yi Zheng,3/12/2008,3/12/2009,2/26/2013,2/26/2013,https://patents.google.com/patent/US8383124B2/en,https://patentimages.storage.googleapis.com/e1/25/93/54085c44ca89fc/US08383124-20130226-D00001.png
US-8629141-B2,Spiro-oxindole MDM2 antagonists ,"The Regents Of The University Of Michigan, Sanofi","Shaomeng Wang, Wei Sun, Angelo Aguilar, Carlos Garcia-Echeverria",5/11/2011,5/11/2012,1/14/2014,1/14/2014,https://patents.google.com/patent/US8629141B2/en,https://patentimages.storage.googleapis.com/45/60/97/e1f22c974893dd/US08629141-20140114-D00001.png
US-6124282-A,Drug formulations ,"Sellers; Edward M., Tyndale; Rachel F.","Edward M. Sellers, Rachel F. Tyndale",5/22/1997,5/22/1998,9/26/2000,9/26/2000,https://patents.google.com/patent/US6124282A/en,https://patentimages.storage.googleapis.com/7c/9d/a3/7fc234d3ebfb35/US6124282-drawings-page-2.png
US-9217026-B2,Method of inactivating a glucocorticoid receptor gene in an isolated cell ,"Sangamo Biosciences, Inc.","Andreas Reik, Michael Jensen, Michael C. Holmes, Philip D. Gregory, Dale Ando",11/13/2006,11/13/2007,12/22/2015,12/22/2015,https://patents.google.com/patent/US9217026B2/en,https://patentimages.storage.googleapis.com/af/b2/83/ccd20b72df415d/US09217026-20151222-D00001.png
US-7553826-B2,Cytarabine monophosphate prodrugs ,"Metabasis Therapeutics, Inc.","Serge Boyer, Mark D. Erion",10/31/2002,10/18/2006,6/30/2009,6/30/2009,https://patents.google.com/patent/US7553826B2/en,
US-7737174-B2,Indole inhibitors of MDM2 and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Dongguang Qin, Jiangyong Chen, Shanghai Yu",8/30/2006,8/30/2007,6/15/2010,6/15/2010,https://patents.google.com/patent/US7737174B2/en,
US-9512114-B2,Substituted aminopyrimidine compounds and methods of use ,"Calitor Sciences, Llc, Sunshine Lake Pharma Co., Ltd.","Ning Xi, Liang Wang, Tingjin Wang",9/22/2013,3/15/2015,12/6/2016,12/6/2016,https://patents.google.com/patent/US9512114B2/en,
US-7393526-B2,Systemic gene delivery vehicles for the treatment of tumors ,Children's Medical Center Corporation,"Evan Y. Snyder, Karen S. Aboody, Alice B. Brown, Xandra O. Breakefield",3/15/2000,3/15/2001,7/1/2008,7/1/2008,https://patents.google.com/patent/US7393526B2/en,https://patentimages.storage.googleapis.com/US7393526B2/US07393526-20080701-D00001.png
US-7815914-B2,Methods for the treatment of cellular proliferative disorders ,Oncolytics Biotech Inc.,Matthew C. Coffey,11/9/2000,3/31/2006,10/19/2010,10/19/2010,https://patents.google.com/patent/US7815914B2/en,https://patentimages.storage.googleapis.com/06/99/8b/2a7234220c6523/US07815914-20101019-D00001.png
US-7342046-B2,Gossypol co-crystals and the use thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Jiangyong Chen",3/25/2004,3/24/2005,3/11/2008,3/11/2008,https://patents.google.com/patent/US7342046B2/en,
US-8470585-B2,Process for adenovirus purification from high cell density cultures ,Crucell Holland B.V.,"Marcel Leo de Vocht, Marloes Veenstra",10/15/2009,10/14/2010,6/25/2013,6/25/2013,https://patents.google.com/patent/US8470585B2/en,https://patentimages.storage.googleapis.com/59/bc/dd/32c701081156e3/US08470585-20130625-D00001.png
US-9353373-B2,Bi-functional short-hairpin RNA (bi-shRNA) specific for single-nucleotide KRAS mutations ,"Strike Bio, Inc.","Donald Rao, Zhaohui Wang, John J. Nemunaitis, Neal Senzer",5/9/2012,5/9/2013,5/31/2016,5/31/2016,https://patents.google.com/patent/US9353373B2/en,https://patentimages.storage.googleapis.com/7d/6a/16/f5bb1f0d5fb964/US09353373-20160531-D00001.png
US-8389005-B2,Systemic treatment of pathological conditions resulting from oxidative stress and/or redox imbalance ,"Nuevas Alternativas Naturales Thermafat, S.A.P.I. De C.V.",Gabriel Gojon-Romanillos,6/19/2002,3/16/2009,3/5/2013,3/5/2013,https://patents.google.com/patent/US8389005B2/en,
US-7192580-B2,Purging of cells using viruses ,"Wellstat Biologics Corporation, University Of Ottawa","Harold L. Atkins, John C. Bell, Conrad J. Heilman, Jr., Brian D. Lichty, Robert M. Lorence, Michael S. Roberts, David F. Stojdl",6/26/2000,11/19/2003,3/20/2007,3/20/2007,https://patents.google.com/patent/US7192580B2/en,
US-8222288-B2,Small molecule inhibitors of MDM2 and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Dongguang Qin, Jianyong Chen, Shanghai Yu",8/30/2006,6/14/2010,7/17/2012,7/17/2012,https://patents.google.com/patent/US8222288B2/en,
US-6774119-B1,Herpes simplex virus type 1 (hsv-1)-derived vector for selectively inhibiting malignant cells and methods for its use to treat cancers and to express desired traits in malignant and non-malignant mammalian cells ,Cedars-Sinai Medical Center,"Steven L. Wechsler, Anthony B. Nesburn, Guey-Chuen Perng, John S. Yu, Keith L. Black",4/26/1999,4/26/1999,8/10/2004,8/10/2004,https://patents.google.com/patent/US6774119B1/en,https://patentimages.storage.googleapis.com/fa/45/4c/0622679f3ca0fb/US6774119-drawings-page-4.png
US-8685734-B2,Viral purification methods ,Oncolytics Biotech Inc.,Matthew C. Coffey,4/30/2002,4/17/2007,4/1/2014,4/1/2014,https://patents.google.com/patent/US8685734B2/en,
US-8017749-B2,Compositions and methods to treat cancer with cupredoxins and CpG rich DNA ,The Board Of Trustees Of The University Of Illinois,"Tapas Das Gupta, Ananda Chakrabarty",12/4/2006,12/4/2007,9/13/2011,9/13/2011,https://patents.google.com/patent/US8017749B2/en,https://patentimages.storage.googleapis.com/15/3a/91/a2ad08bbe0aa6c/US08017749-20110913-D00001.png
US-7655224-B2,Neural stem cells and use thereof for brain tumor therapy ,"Children's Medical Center Corp., The General Hospital Corp., Northeastern Ohio Universities COM","Evan Y. Snyder, Xandra O. Breakefield, Karen S. Aboody, Ulrich Herrlinger, William P. Lynch",8/14/1998,10/12/2006,2/2/2010,2/2/2010,https://patents.google.com/patent/US7655224B2/en,https://patentimages.storage.googleapis.com/US7655224B2/US07655224-20100202-D00001.png
US-9839655-B2,Compositions comprising bacterial strains ,4D Pharma Research Limited,"Imke Elisabeth MULDER, Amy Beth HOLT, Domenico PANZICA, Seanin Marie MCCLUSKEY",11/20/2015,11/21/2016,12/12/2017,12/12/2017,https://patents.google.com/patent/US9839655B2/en,https://patentimages.storage.googleapis.com/fc/63/fd/f8d976dfb874f1/US09839655-20171212-D00001.png
US-7943144-B2,Herpes simplex virus complex ,Crusade Laboratories Limited,"Susanne Moira Brown, Joe Conner",2/12/2002,2/12/2003,5/17/2011,5/17/2011,https://patents.google.com/patent/US7943144B2/en,https://patentimages.storage.googleapis.com/9e/58/c7/3532230dec774e/US07943144-20110517-D00001.png
US-9446099-B2,Method for brain cancer therapy by co-administration of a parvovirus and interferon-gamma ,"Deutsches Krebsforschungszentrum Stiftung Des Oeffentlichen Rechts, Ruprecht-Karls-Universitaet Heidelberg","Irina Kiprijanova, Manuel Fischer, Jean Rommelaere, Joerg Schlehofer, Karsten Geletneky",6/4/2009,5/19/2010,9/20/2016,9/20/2016,https://patents.google.com/patent/US9446099B2/en,https://patentimages.storage.googleapis.com/85/a7/74/133b0439c552c4/US09446099-20160920-D00001.png
US-6686196-B2,"Recombinant, modified adenoviral vectors for tumor specific gene expression and uses thereof ",University Of Washington,"André Lieber, Dirk S. Steinwaerder, Cheryl A. Carlson, Jie Mi",5/3/2000,5/3/2001,2/3/2004,2/3/2004,https://patents.google.com/patent/US6686196B2/en,https://patentimages.storage.googleapis.com/2e/3d/7a/153c10f60575f3/US06686196-20040203-D00001.png
